8473503,James Reimer,G,SJS
8474009,Nick Bonino,C,SJS
8474053,Logan Couture,C,SJS
8474578,Erik Karlsson,D,SJS
8476442,Matt Nieto,L,SJS
8476881,Tomas Hertl,C,SJS
8477034,Jaycob Megna,D,SJS
8478414,Timo Meier,R,SJS
8478467,Nicolas Meloche,D,SJS
8478499,Adin Hill,G,SJS
8478967,Lane Pederson,C,SJS
8479373,Jonathan Dahlen,C,SJS
8479393,Noah Gregor,C,SJS
8479705,Jeffrey Viel,L,SJS
8479983,Mario Ferraro,D,SJS
8480160,Radim Simek,D,SJS
8480847,Ryan Merkley,D,SJS
8481061,Jasper Weatherby,C,SJS
8482197,Adam Raska,R,SJS
8482222,Alexander Barabanov,L,SJS
8479941,Justin Danforth,R,CBJ
8480193,Daniil Tarasov,G,CBJ
8481161,Jake Christiansen,D,CBJ
8474161,Jakub Voracek,R,CBJ
8474679,Gustav Nyquist,C,CBJ
8476374,Sean Kuraly,C,CBJ
8476432,Boone Jenner,C,CBJ
8476914,Joonas Korpisalo,G,CBJ
8477416,Oliver Bjorkstrand,R,CBJ
8477503,Max Domi,C,CBJ
8478007,Elvis Merzlikins,G,CBJ
8478458,Jack Roslovic,C,CBJ
8478460,Zach Werenski,D,CBJ
8478506,Gabriel Carlsson,D,CBJ
8478567,Dean Kukan,D,CBJ
8478882,Vladislav Gavrikov,D,CBJ
8479339,Patrik Laine,L,CBJ
8479369,Andrew Peeke,D,CBJ
8479402,Jake Bean,D,CBJ
8479945,Gavin Bayreuther,D,CBJ
8480074,Alexandre Texier,C,CBJ
8480205,Emil Bemstrom,C,CBJ
8480762,Eric Robinson,L,CBJ
8482475,Yegor Chinakhov,R,CBJ
8482705,Cole Sillinger,C,CBJ
8476463,Jonas Brodin,D,MIN
8477202,Andrew Hammond,G,MIN
8477814,Kevin Czuczman,D,MIN
8480884,Calen Addison,D,MIN
8471274,Alex Goligoski,D,MIN
8474716,Jared Spurgeon,D,MIN
8474818,Jordie Benn,D,MIN
8475179,Dmitry Kulikov,D,MIN
8475220,Marcus Foligno,L,MIN
8475660,Cam Talbot,G,MIN
8475692,Mats Zuccarello,R,MIN
8475750,Jon Merrill,D,MIN
8475760,Nick Bjugstad,C,MIN
8476437,Victor Rask,C,MIN
8476856,Matt Dumba,D,MIN
8477451,Ryan Hartman,R,MIN
8477919,Frederick Gaudreau,C,MIN
8477942,Kevin Fiala,L,MIN
8478039,Kaapo Kahkonen,G,MIN
8478413,Jordan Greenway,L,MIN
8478493,Joel Eriksson Ek,C,MIN
8478864,Kirill Kaprizov,L,MIN
8479520,Brandon Duhaime,R,MIN
8480980,Connor Dewar,C,MIN
8481477,Nico Sturm,C,MIN
8481557,Matt Boldy,L,MIN
8473412,Bryan Little,C,WPG
8477940,Nikolaj Ehlers,L,WPG
8478058,CJ Suess,L,WPG
8481019,David Gustafsson,C,WPG
8478031,Nelson Nogier,D,WPG
8481572,Ville Heinola,D,WPG
8471218,Blake Wheeler,R,WPG
8471669,Paul Stastny,C,WPG
8475455,Brenden Dillon,D,WPG
8476331,Dylan DeMelo,D,WPG
8476392,Adam Lowry,C,WPG
