,ID,Name,Position,Team,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,fanPts,timeOnIce_W,assists_W,goals_W,pim_W,shots_W,games_W,hits_W,powerPlayGoals_W,powerPlayPoints_W,powerPlayTimeOnIce_W,evenTimeOnIce_W,penaltyMinutes_W,faceOffPct_W,shotPct_W,gameWinningGoals_W,overTimeGoals_W,shortHandedGoals_W,shortHandedPoints_W,shortHandedTimeOnIce_W,blocked_W,plusMinus_W,points_W,shifts_W,fanPts_W,upcomingDifficulty
701,8476539,Jonathan Marchessault,C,VGK,52498,18,24,14,173,51,35,5,13,6167,46265,14,50.797097116123766,16.340444170260824,3,0,0,0,66,12,-1,42,1073,530,4178,3,3,0,19,4,2,0,1,603,3575,0,47.5,15.275,0,0,0,0,0,0,2,6,82,57,1255.9912
702,8476905,Chandler Stephenson,C,VGK,62504,28,14,26,80,54,49,1,7,7250,50229,26,53.653027946529974,15.635296743469462,2,0,1,2,5025,35,4,42,1229,420,4284,1,0,2,5,4,2,0,0,304,3783,2,49.7775,0.0,0,0,0,0,197,3,0,1,85,14,1255.9912
703,8477018,Ben Hutton,D,VGK,31811,7,2,18,46,36,30,0,0,57,30487,18,0.0,16.656103515625,0,0,0,0,1267,44,3,9,682,166,3756,0,1,2,5,4,5,0,0,0,3644,2,0,16.65,0,0,0,0,112,4,1,1,78,22,1255.9912
704,8477447,Shea Theodore,D,VGK,73963,28,8,20,137,53,25,1,10,7692,65470,20,0.0,0.0010509699351047173,1,1,0,0,801,60,3,36,1393,426,5594,1,0,2,11,4,2,0,0,386,5161,2,0,0.0,0,0,0,0,47,7,2,1,108,28,1255.9912
705,8477478,William Carrier,L,VGK,32566,10,6,24,76,48,114,0,0,105,31962,24,25.0,0.3101513437926769,0,0,0,0,499,16,7,16,801,296,3161,1,0,0,8,4,15,0,0,25,3136,0,0,0.0,0,0,0,0,0,1,0,1,71,28,1255.9912
706,8478020,Michael Amadio,C,VGK,23145,5,5,6,38,34,21,0,0,130,22970,6,3.2953011798858642,57.03302917480469,2,0,0,0,45,12,-2,10,503,137,3436,2,1,2,1,4,3,0,0,20,3416,2,0.0,50.0,1,0,0,0,0,5,-1,3,71,31,1255.9912
707,8478403,Jack Eichel,C,VGK,10073,3,3,4,31,9,11,1,1,1443,8625,4,37.836542968749995,15.15625,2,0,0,0,5,10,4,6,185,120,4689,0,2,0,17,4,4,1,1,688,3996,0,33.846875,15.0,1,0,0,0,5,5,3,2,85,64,1255.9912
708,8478434,Keegan Kolesar,R,VGK,44317,12,6,47,74,56,148,1,1,2050,40284,47,43.654385556998164,8.00943523645401,0,0,1,1,1983,35,0,18,1041,361,2755,0,1,2,4,4,14,0,0,193,2456,2,33.332499999999996,6.25,0,0,0,0,106,4,-1,1,66,26,1255.9912
709,8478462,Nicolas Roy,C,VGK,52651,15,10,41,104,53,54,1,4,5870,42332,41,52.46767163163649,33.3531340480967,1,0,0,0,4449,25,6,25,1158,341,3838,0,2,0,7,4,5,0,0,312,3347,0,48.645624999999995,33.35,0,0,0,0,179,1,1,2,85,27,1255.9912
710,8479353,Brett Howden,C,VGK,26856,11,8,10,36,42,52,0,0,74,25691,10,56.30465556877543,20.364665985107422,2,0,0,2,1091,30,8,19,650,246,1550,1,0,0,0,2,6,0,0,5,1498,0,43.405,0,0,0,0,0,47,1,1,1,36,13,1255.9912
711,8479639,Dylan Coghlan,D,VGK,35823,8,3,16,73,42,40,2,3,2385,32589,16,0.0,0.00015925467014312744,1,0,0,0,849,44,0,11,786,239,1423,0,0,2,4,2,2,0,0,27,1396,2,0,0.0,0,0,0,0,0,0,1,0,33,8,1255.9912
712,8479980,Nicolas Hague,D,VGK,51903,10,4,34,101,47,53,0,0,1004,47089,34,0.0,0.016260512139706404,0,0,0,0,3810,68,12,14,1099,310,4581,0,0,0,12,4,9,0,0,0,4263,0,0,0.0,0,0,0,0,318,3,0,0,95,24,1255.9912
713,8480727,Zach Whitecloud,D,VGK,42884,8,6,14,61,37,57,0,0,180,38395,14,0.0,0.39066860675811765,1,0,1,1,4309,84,14,14,876,318,5044,1,0,2,5,4,5,0,0,9,4836,2,0,0.0,0,0,0,0,199,10,1,1,103,26,1255.9912
714,8479293,Brandon Tanev,L,SEA,26222,6,9,13,51,30,98,2,2,386,23311,13,25.0,6.37212615609169,3,0,1,1,2525,22,4,15,635,317,2310,0,1,0,4,3,6,0,0,8,2051,0,0.0,6.25,1,0,0,0,251,4,0,1,57,30,883.6569
715,8480901,Karson Kuhlman,C,SEA,14021,1,1,2,27,24,46,0,0,32,13575,2,0.0,0.006103515625,0,0,0,0,414,11,0,2,339,94,1182,0,0,2,2,3,3,0,0,7,1118,2,0,0.0,0,0,0,0,57,0,0,0,29,5,871.5418
716,8470966,Mark Giordano,D,SEA,66835,17,6,41,114,52,44,0,8,8802,53342,41,0.0,1.821876491229159,0,0,2,2,4691,93,-21,23,1334,349,3623,0,0,0,7,3,0,0,0,352,2976,0,0,0.0,0,0,0,0,295,2,-1,0,75,7,876.9396999999999
717,8474586,Jordan Eberle,R,SEA,61176,17,15,8,119,56,31,3,7,9409,51746,8,63.330078125,3.38535169032192,2,0,0,0,21,32,-27,32,1225,344,3006,1,0,0,2,3,0,0,0,338,2668,0,0,0.0,0,0,0,0,0,2,0,1,60,8,876.9396999999999
718,8475149,Marcus Johansson,L,SEA,46374,14,6,4,75,46,16,3,8,7148,39194,4,34.89989211983979,0.392627764568897,1,0,0,0,32,16,-22,20,965,205,2810,1,0,0,3,3,0,0,0,338,2458,0,25.0,0.0,0,0,0,0,14,1,1,1,57,10,876.9396999999999
719,8475714,Calle Jarnkrok,C,SEA,46053,13,12,2,78,46,27,2,5,5779,36773,2,35.003706604469826,20.678853119164703,1,0,0,0,3501,12,-12,25,1031,253,3014,1,2,0,8,3,4,0,1,251,2763,0,29.1675,19.775,0,0,0,0,0,0,1,3,67,32,876.9396999999999
720,8475768,Jaden Schwartz,C,SEA,34323,14,6,14,79,31,39,1,3,4268,29818,14,91.2240982055664,0.32858667373657224,0,0,0,0,237,11,-14,20,698,207,2181,0,0,4,9,2,4,0,0,345,1836,4,50.0,0.0,0,0,0,0,0,2,-2,0,42,11,876.9396999999999
721,8475772,Riley Sheahan,C,SEA,31443,9,2,0,50,45,10,0,0,66,26204,0,32.03386779417991,1.040626984834671,0,0,0,2,5173,16,3,11,794,130,2240,1,0,0,5,3,0,0,0,6,1839,0,26.25,0.0,0,0,0,0,395,1,-1,1,61,8,876.9396999999999
722,8475820,Joonas Donskoi,R,SEA,52143,15,2,6,66,56,28,0,3,4983,40337,6,25.244140625,25.0650390625,0,0,0,1,6823,24,-9,17,1158,178,2176,0,1,2,2,3,0,0,0,6,1771,2,0,25.0,0,0,0,0,399,0,0,1,58,8,876.9396999999999
723,8476278,Colin Blackwell,C,SEA,24509,6,7,2,51,34,48,0,0,225,22399,2,41.561002578735355,29.266474714875223,1,0,1,1,1885,15,-1,13,587,198,2656,1,2,0,5,3,6,0,0,0,2428,0,35.0,29.1625,1,0,1,1,228,3,1,3,62,52,876.9396999999999
724,8476457,Adam Larsson,D,SEA,76381,13,4,34,76,58,127,0,1,370,67739,34,0.0,0.012207240797579288,2,1,0,0,8272,103,-16,17,1492,372,3886,2,0,0,5,3,5,0,0,6,3485,0,0,0.0,0,0,0,0,395,5,1,2,74,25,876.9396999999999
725,8476467,Jamie Oleksiak,D,SEA,55206,12,1,43,66,48,124,0,0,298,50997,43,0.0,2.384185791015625e-05,0,0,0,1,3911,52,3,13,1132,302,3420,1,0,0,4,3,6,0,0,0,3291,0,0,0.0,0,0,0,0,129,6,1,1,68,22,876.9396999999999
726,8476826,Yanni Gourde,C,SEA,55982,20,12,32,83,50,58,2,6,5939,45793,32,48.436450118474575,4.963202261331025,0,0,0,2,4250,21,-12,32,1151,318,3178,2,1,2,6,3,0,0,1,265,2666,2,44.2,4.1625,0,0,0,1,247,3,1,3,68,27,876.9396999999999
727,8477369,Carson Soucy,D,SEA,40851,7,6,25,52,40,75,0,2,832,36713,25,0.0,6.275943417847157,0,0,1,1,3306,47,9,13,918,270,3147,0,0,2,5,3,6,0,0,0,2925,2,0,0.0,0,0,0,0,222,5,2,0,70,20,876.9396999999999
728,8477505,Alex Wennberg,C,SEA,63164,19,6,20,71,58,32,1,5,7380,52853,20,53.13183129932398,33.328075850685124,1,0,0,0,2931,29,-20,25,1336,232,3035,0,2,2,5,3,3,1,1,258,2703,2,47.445,33.325,0,0,0,0,74,0,-1,2,67,28,876.9396999999999
729,8477938,Haydn Fleury,D,SEA,30219,1,2,6,42,30,54,0,0,380,28067,6,0.0,0.0010162353515625,1,0,0,0,1772,55,-2,3,660,173,1154,0,0,0,2,1,2,0,0,0,1154,0,0,0.0,0,0,0,0,0,2,0,0,22,6,1200.1639
730,8477955,Jared McCann,L,SEA,48732,12,21,10,135,50,48,7,12,7894,40794,10,26.154986881920443,1.0427218453869558,1,0,0,0,44,16,-21,33,1060,421,1888,0,0,0,5,2,2,0,0,345,1543,0,16.25,0.0,0,0,0,0,0,1,0,0,38,8,876.9396999999999
731,8477987,Ryan Donato,C,SEA,41192,8,11,32,113,51,51,1,1,5718,35474,32,51.9287109375,0.6256405575207509,1,0,0,0,0,11,-16,19,895,261,491,0,0,2,2,1,3,0,0,0,491,2,50.0,0.0,0,0,0,0,0,0,-1,0,13,3,876.9396999999999
732,8478407,Vince Dunn,D,SEA,63569,14,7,42,88,53,55,2,6,6761,56506,42,0.0,0.22583823532900169,0,0,0,0,302,53,-24,21,1278,274,3294,1,0,0,8,3,3,0,0,271,3023,0,0,0.0,0,0,0,0,0,3,-1,1,63,16,876.9396999999999
733,8478468,Jeremy Lauzon,D,SEA,51969,4,1,61,48,49,165,0,0,79,46464,61,0.0,0.002032470703125,0,0,0,0,5426,43,-12,5,1117,254,3419,0,0,0,3,3,9,0,0,0,3082,0,0,0.0,0,0,0,0,337,2,0,0,67,14,876.9396999999999
734,8478840,Will Borgen,D,SEA,13927,1,1,15,20,16,37,0,0,19,13403,15,0.0,0.78125,0,0,0,0,505,16,-6,2,334,71,838,0,0,0,4,1,1,0,0,0,838,0,0,0.0,0,0,0,0,0,0,-1,0,21,3,630.8401
735,8478891,Mason Appleton,C,SEA,37498,9,5,14,59,44,34,0,0,1556,35718,14,37.579345703125,0.16676323413848876,2,0,0,0,224,12,-6,14,854,179,2592,1,0,0,1,3,3,0,0,6,2586,0,0,0.0,0,0,0,0,0,0,1,1,55,10,876.9396999999999
736,8479987,Morgan Geekie,C,SEA,38358,10,4,12,71,51,35,0,3,4503,33845,12,28.37667522748861,6.25076343663095,0,0,0,0,10,13,-13,14,875,163,2665,1,0,0,2,3,3,0,0,258,2407,0,22.8175,0.0,0,0,0,0,0,1,0,1,60,10,876.9396999999999
